doc_id,text
2103,Okukyusakyusa ebirime nkola ya kulima ebirime eby’enjawulo ebiddiriŋŋana mu kitundu kye kimu okumala sizoni eziwerako
2104,okuzaala ebika ebigumira endwadde n’okukozesa enkola ez’obutonde ez’okulwanyisa ebiwuka.
2105,"stunted growth, wilting, yellowing of leaves, and reduced yield"
2106,"Enkuba esobola okuwagira ebika by’ebimera n’ebisolo eby’enjawulo, ekivaako ebitonde eby’enjawulo okweyongera n’obutonde obulungi."
2107,"okulwanyisa omuddo n’ebiwuka, okugimusa, n’okufukirira."
2108,FDA focuses on both fresh and processed food products
2109,Langi eno eya kiragala eva ku langi zombi n’ebintu ebimera ebiyingiziddwa ebirabika mu byenda
2110,Contour plowing helps to create small ridges and furrows that slow down the flow of water and prevent it from carrying away soil particles.
2111,okukyusa ggaasi wa nayitrojeni ow’omu bbanga (N2) atafunibwa mu biramu okudda mu ammonium asangibwa mu biramu (NH+4) .
2112,abalimi basobola okutumbula emigaso gy’ennongoosereza zombi ez’obutonde n’okukola ku byetaago by’ebiriisa by’ettaka n’ebiramu ebitali bimu
2113,Chemical weed control
2114,"Cultural control methods involve practices such as crop rotation, sanitation, and the use of reflective mulches, which can help to reduce whitefly populations by creating unfavorable conditions for their growth and reproduction."
2115,"Okufulumya amazzi mu ttaka: Kakasa nti ettaka ery’amayinja lirina amazzi agamala okutangira amazzi okujjula, kubanga amazzi okusigala nga gayitiridde kiyinza okukosa obubi enkula y’emmwaanyi. Ettaka ery’amayinja nga lirimu amazzi amalungi liyinza okusaanira okulima kasooli. Ebiriisa ebiriwo: Ettaka ery’amayinja liyinza okuba n’ebiriisa ebitono ate nga n’ebiramu ebitono. Kikulu okukola okukebera ettaka okwekenneenya ebiriisa ne pH y’ettaka. Okusinziira ku bivudde mu kukebera, okuteesa okutuufu okw’ebigimusa n’okukyusa ettaka kuyinza okukolebwa okusobola okufuna ebiriisa ebyetaagisa okukula kw’emmwaanyi."
2116,okulaba ng’obuziba bw’okusimba n’ebanga lya kimu
2117,"Infection of the maize plant: The virus is initially introduced into the maize plant through a bite by the maize streak virus vector or ""leafhopper"" insect, which feeds on the sap of the plant. Replication and spread: Once the virus has infected the plant, it replicates and spreads within the plant, causing damage to the leaves, stem, and grains of the plant. Transmission to new plants: The virus can be transmitted to new plants when an infected leafhopper feeds on a healthy plant. The virus can also be spread through infected seeds or plant debris. Environmental factors: Environmental factors such as temperature, rainfall, and the presence of other pests and diseases can affect the severity and spread of MSD."
2118,"enkwale, enseenene enjeru, obulwadde bwa cassava mosaic, n’obulwadde bwa cassava brown streak"
2119,"beans, peas, clover)"
2120,"Ebitundu ebitereka ebiriisa, gamba ng’ebikuta, bbaatule, n’ebikoola, bikola ng’ebifo ebitereka ebiriisa. Ebitundu bino bikung’aanya ne bitereka ebirungo ebiyitibwa carbohydrates, proteins, n’ebiriisa ebirala ebikulu mu biseera by’okukula nga bikola. Ebiriisa ebiterekeddwa bisobola okukozesebwa ekimera mu biseera nga kisula, embeera ezitali nnungi, oba okuwagira okukula okupya."
2121,kiyamba abalimi okuzuula ebbula ly’ebiriisa oba ebisusse mu ttaka n’okutereeza enkola yaabwe ey’okugimusa okusinziira ku ekyo.
2122,obuwumbi 4
2123,Enkwale ya muwogo
2124,"okusala embaawo n’okukola ebintu ebya bulijjo eby’omu nnyumba, gamba ng’amafuta, empapula, eby’akaloosa, ssoka, n’ebibumba."
2125,"okufukirira amataba, emifulejje, okutonnya, n’okufukirira amazzi"
2126,Monsoon Asia ne South-East Asia
2127,Kiva ku ffene ow’ekika kya Colletotrichum gloeosporioides.
2128,"imidacloprid, clothianidin, and thiamethoxam, which are neonicotinoid insecticides."
2129,"This type of farming is practiced mainly in areas with abundant rainfall where the forest regenerates quickly. This practice is used in Northeast India, Southeast Asia, and the Amazon Basin."
2130,"Ekiseera ky’okukula: Nase 14 kika kya kukula nga bukyali, mu bujjuvu kituuka ku bukulu mu myezi nga 9-12 oluvannyuma lw’okusimba. Nase 3 ne Nase 9 bika ebikula mu makkati nga bikeeredde, nga bitwala emyezi nga 12-15 okukula. Obusobozi bw’amakungula: Nase 14 emanyiddwa olw’obusobozi bwayo obw’amakungula amangi, buli yuniti y’ekitundu efulumya ebikoola bya muwogo mungi. Nase 3 ne Nase 9 nazo zirina obusobozi bw’amakungula obulungi naye ziyinza okuba wansi katono bw’ogeraageranya ne Nase 14. Obugumu bw’ebiwuka n’endwadde: Nase 14 eraga nti egumira bulungi ebiwuka ebinene n’endwadde ezikwata muwogo, gamba ng’obulwadde bwa kaawa n’obulwadde bwa kaawa. Nase 3 ne Nase 9 nazo ziraga eddaala erimu ery’okuziyiza naye ziyinza okuba nga tezigumira nnyo bw’ogeraageranya ne Nase 14. Omutindo gw’ebikoola: Omutindo gw’ebikoola by’ebika bino guyinza okwawukana. Nase 14 emanyiddwa olw’ebirungo bya sitaaki ebingi ennyo, nga kino kyetaagibwa ku bintu ebimu ebikolebwa mu muwogo. Nase 3 ne Nase 9 ziyinza okuba nga zirina sitaaki ezifaanagana oba nga zitono naye nga zikyayinza okuwa ebikoola eby’omutindo omulungi. Okutuukagana n’embeera: Ebika bino birundiddwa okusobola okukyusakyusa mu bitundu eby’enjawulo eby’ebyobulimi n’obutonde. Naye, okukyusakyusa kwazo okwetongodde kuyinza okwawukana, era kirungi okulonda ekika ekituukagana n’embeera entongole ey’okukula kw’ekitundu."
2131,Rainfall can help to improve soil health by providing the moisture needed for microbial activity and nutrient cycling.
2132,"kirungi okunnyika, okumera oba okuzimbulukusa ebinyeebwa nga tonnabisiiga. Enkola zino zisobola okuyamba okumenyaamenya ebirungo ebiziyiza ebiriisa n’okufuula ebiriisa okubeera ebiramu."
2133,50-55 days
2134,"Okuyingiza ebintu ebiramu: Okwongera ebirungo ebiramu mu ttaka ng’oyingizaamu ebintu ebiramu nga nnakavundira, obusa bw’omu luggya, ebirime ebibikka, oba ebisigalira by’ebirime. Kino kitereeza ensengekera y’ettaka, kyongera okukuuma ebiriisa, era kitumbula emirimu gy’obuwuka obutonotono. Okukyusakyusa ebirime n’okubikyusakyusa: Kyuusa emmwaanyi n’ebirime ebirimu ebinyeebwa (nga ebinyeebwa, entangawuuzi oba clover) ebitereeza nayitrojeni okuva mu bbanga ne bitereeza nayitrojeni mu ttaka. Okukyusakyusa ebirime era kiyamba okumenyawo enzirukanya y’ebiwuka n’endwadde era kitumbula obulamu bw’ettaka okutwaliza awamu. Ebirime ebibikka obusa obubisi: Sima ebirime ebibikka nga clover, vetch, oba hairy vetch mu biseera by’obuzaale. Ebirime bino ebibikka byongera ebiramu, biziyiza okukulugguka kw’ettaka, n’okulongoosa ensengekera y’ettaka. Okusiiga: Siiga ebikuta eby’obutonde, gamba ng’obusaanyi oba ebisigalira by’ebirime, ku ttaka. Okusiba ettaka kiyamba okukuuma obunnyogovu bw’ettaka, okuziyiza okukula kw’omuddo, n’okufulumya ebiriisa mpola mu ttaka nga bwe livunda."
2135,"Laba obulwadde: Gezaako okuzuula obulwadde obw’enjawulo obukwata ebimera bya muwogo. Weetegereze obubonero, gamba ng’amakoola okukyusa langi, okukala, ebiwundu oba obubonero obulala bwonna obutali bwa bulijjo. Osobola okwebuuza ku bakola ku by’obulimi mu kitundu, abakugu mu by’obulimi, oba abakugu mu by’endwadde z’ebimera okuyamba okuzuula obulwadde buno mu butuufu. Okwawula n’okuggyawo ebimera ebirina akawuka: Singa obulwadde bukakasibwa, okwawula mangu ebimera ebirina akawuka n’okubiggya mu nnimiro. Kino kiremesa obulwadde buno okwongera okusaasaana mu bimera ebiramu. Ebimera ebirimu obuwuka bisuule bulungi ng’obyokya, ng’obiziika oba ng’obiggya mu nnimiro. Okuyonja ebikozesebwa n’ebikozesebwa: Okwoza n’okuyonja ebikozesebwa byonna, ebyuma oba ebyuma ebizze bikwatagana n’ebimera ebirimu akawuka. Kino kiyamba okutangira obulwadde buno okusaasaana mu nnimiro oba ebitundu ebirala. Okussa mu nkola enkola z‟obuwangwa: Weettanire enkola z‟obuwangwa eziyinza okuyamba okuddukanya oba okufuga obulwadde. Bino biyinza okuli okutereeza obungi bw’okusimba, okulongoosa enkola y’endya n’okufukirira, n’okwegezangamu okukyusakyusa ebirime. Endwadde ezimu ziyinza okufugibwa nga tuggyawo ebimera ebirala ebikyaza oba omuddo oguyinza okukola ng’ebiterekero by’obuwuka obuleeta endwadde. Noonya amagezi g’abakugu: Weebuuze ku bakugu mu by’obulimi mu kitundu, abakugu mu by’obulimi, oba abakugu mu by’endwadde z’ebimera okufuna amagezi ebitongole ku nkola z’okulwanyisa endwadde. Basobola okuwa obulagirizi ku ddagala erituufu eritta enkwa oba enkola endala ez’okufuga bwe kiba kyetaagisa. Londoola n’okusika buli kiseera: Londoola ennimiro buli kiseera okulondoola okusaasaana n’obuzibu bw’obulwadde. Okusikawutu buli kiseera kuyamba okuzuula yinfekisoni zonna empya era kisobozesa okuyingira mu nsonga mu budde."
2136,nga ziwukana yinsi nga 2-4
2137,"Disitulikiti za Kapchorwa, Iganga, Masindi, Mbale, Mubende, Kasese, Kamuli, Jinja Ne Kabarole."
2138,"Grazing livestock on pasture land can help add organic matter to the soil through manure and urine deposition. Additionally, crop residues and other organic materials can be fed to livestock and the resulting manure can be applied to the soil to improve fertility."
2139,"Ku kasooli ku mutendera gw’okusimba, kirungi okukozesa ekigimusa ekirimu ekirungo kya phosphorus (P) ekingi. Phosphorus akola kinene nnyo mu kutumbula enkula y’ebikoola n’okutandikawo ebimera nga bukyali. Ekigimusa ekimu ekitera okukozesebwa mu kasooli nga basimba ye diammonium phosphate (DAP), ekitera okuba n’omugerageranyo gwa 18-46-0, ekiraga nti 18% nayitrojeni (N), 46% phosphorus (P), ate nga temuli potassium (K). Ekigimusa kino kiwa ensibuko ya phosphorus efunibwa amangu eri ebimera by’emmwaanyi ebito."
2140,Kino kisinga kuva ku miwendo gy’okunywa sigala okukka mu balimi n’obulamu obw’okukola ennyo
2141,flails
2142,"Ebinyeebwa byetaaga nayitrojeni mutono okusinga kasooli, naye bikyalina phosphorus ne potassium ebimala okukula obulungi. N’olwekyo ekigimusa ekituufu ekiwa ebiriisa byonna ebisatu kiyinza okuba nga kituukira ddala ku binyeebwa."
2143,kye kitundu ekiri wakati mu kutu kw’emmwaanyi ekirimu ebikuta. Etera okukozesebwa ng’emmere y’ebisolo era abantu tebatera kugirya. Ensigo y’emmwaanyi erina ebiriisa ebitono bw’ogigeraageranya n’emmwaanyi ezisibiddwa kuba zirimu ebiwuziwuzi bingi ate sitaaki mutono.
2144,pole beans or runner beans
2145,Kabale District
2146,obwaavu
2147,is harvested while the plant is green and the fruit immature
2148,"Ebbugumu, enkuba n’ensonga endala ez’obudde bisobola okukosa omutindo gw’ebiriisa ebifuluma mu bigimusa n’okukula n’okukula kw’ebirime. Okugeza, ebbugumu eringi n’enkuba entono bisobola okuvaako ebiriisa okukulukuta amangu n’okukendeeza ku kufuna ebiriisa, ate ebbugumu ennyogovu n’enkuba emala bisobola okutumbula okutwala ebiriisa n’okukula kw’ebimera"
2149,"ebikoola okuzimba, okukula okutambula obulungi, ebikoola okukyusakyusa, n’obulamu bw’ebimera okukendeera okutwalira awamu. Obulwadde obw’amaanyi era busobola okuvaako ekimera okuwotoka, okuggwaamu amakoola, n’okufa n’okufa."
2150,The practice of growing a series of different types of crops in the same area in sequenced seasons or years
2151,"shorter, bushier varieties"
2152,"Contaminated planting material: The bacterium can be present in infected cassava stems, which can spread the disease to healthy plants when used as planting material."
2153,ebirime by’amakungula n’ensigo
2154,Crop rotation
2155,"eby’okutega, okulongoosa ettaka, n’okulongoosa enku"
2156,Planting cassava in the same field year after year can increase the risk of CBSD. Crop rotation can help to break the cycle of disease and reduce the risk of infection.
2157,"Fungal and Bacterial Diseases: Several fungal and bacterial pathogens can infect bean seeds and cause rotting. Common diseases include seed rot, damping-off, and seedling blight. These diseases often thrive in moist conditions and can lead to seed decay and deterioration."
2158,"ebinyeebwa byetaaga ebiriisa ebirala ebikulu nga phosphorus, potassium, ne micronutrients. Ekigimusa ekitongole ekiteeseddwa ku binyeebwa kijja kusinziira ku mbeera y’ebiriisa y’ettaka, ekiyinza okuzuulibwa nga tuyita mu kukebera ettaka."
2159,enkola y’okugatta ebiriisa mu ttaka okutumbula enkula y’ebirime n’amakungula
2160,Butereevu
2161,"Mu kusimba emiti, ebikoola bya muwogo bisooka kusimbibwa mu kitanda kya nasale ne bikkirizibwa okukula emirandira nga tebinnasimbibwa mu nnimiro enkulu"
2162,"Artificial fertilizers primarily provide nutrients without adding organic matter to the soil. This can lead to a decrease in organic matter content over time, affecting soil structure, water-holding capacity, and nutrient cycling."
2163,"Hand Feel: Ddira engalo z’enkwaso z’emmwaanyi ozinyige nnyo mu ngalo. Singa ensukusa ziwulira nga nkalu era nga nkalu, kiraga nti obunnyogovu butono. Singa ziwulira nga zigonvuwa katono oba nga zigonvu, kiraga nti zirimu obunnyogovu bungi. Okugezesa okuluma: Ddira ensukusa ntono ogezeeko okuziluma. Singa zikutuka mangu, kiraga nti obunnyogovu butono. Bwe ziba zikamula oba nga ziwunya, kiraga nti zirimu obunnyogovu bungi. Okukebera n’amaaso: Kebera endabika y’ebikuta. Singa zirabika nga zifuukuuse, zikyuse langi oba nga zirina ebikuta ebyonooneddwa, kiyinza okulaga nti obunnyogovu butono. Singa ebikuta birabika nga binene, bimasamasa era nga birimu amazzi amangi, kiraga nti obunnyogovu buba bungi."
2164,milled maize (also known as maize flour) is made by grinding the kernels of the maize plant into a fine powder
2165,"Mu bitundu ebirimu obunnyogovu obungi, obunnyogovu mu mpewo busobola okunywera ku bikuta by’ebinyeebwa ne birabika nga bijjudde amazzi. Kino kisinga kubeera mu bitundu omuli empewo embi oba ebimera gye birimibwa mu bifo ebinene."
2166,Okusimba muwogo mu byuma
2167,"okugezesa obunnyogovu bw’ensukusa ng’okozesa mita y’obunnyogovu. Okugatta ku ekyo, ebikuta ku matu byandibadde bifuuka bya kitaka ne bikalu"
2168,is a fungal disease that affects cassava plants.
2169,"Noonya obubonero obulaga nti ekintu ekyo kikyusiddwa, gamba ng’ebizibiti ebimenyese oba ebipakiddwa ebitakwatagana, ebiyinza okulaga nti ekintu ekyo kicupuli."
2170,"The timing of spraying beans depends on the specific pest or disease that is being targeted. In general, it is recommended to monitor the bean plants regularly for signs of pest or disease infestations, and to spray only when necessary. Spraying at the wrong time or using the wrong pesticide can be ineffective or even harmful to the crop and the environment."
2171,"""omutendera gw'ebimera"" oba ""omutendera gw'okukula nga bukyali"" kw'ekimera"
2172,"katyabaga ka butonde akayinza okukosa ennyo obutonde bw’ensi, abantu n’ebyenfuna"
2173,to ensure they remain healthy and productive
2174,"Bugisu, Bukedi ne... Sebei sub regions mu bitundu ebiriraanye olusozi Elgon"
2175,"okusiiga ekkooti y’ensigo n’olupapula lw’omusenyu, oba ng’onyiga ensigo mu mazzi agookya"
2176,Bean aphids (Aphis fabae)
2177,okulaba ng’ebisolo bifuna emmere emala awatali kulya nnyo.
2178,"Okwoza n’okukaza empeke: Nga tonnaba kutereka mpeke za kasooli mu nsawo za PICS, kakasa nti ziyonjeddwa bulungi era zikaze okutuuka ku bunnyogovu nga 12-13%. Kino kijja kuyamba okutangira ebikuta n’ebiwuka okukula. Jjuza ensawo zonna: Jjuza ddala ensawo za PICS n’empeke z’emmwaanyi, tolekawo kifo njereere. Kino kijja kuyamba okuziyiza omukka gwa oxygen n’obunnyogovu okukuŋŋaanyizibwa ekiyinza okuvaako okwonooneka n’okukula kw’ebiwuka. Ensawo zisibe bulungi: Oluvannyuma lw’okujjuza ensawo empeke z’emmwaanyi, zisibe bulungi ng’okozesa ekintu ekiziyiza ensawo ekya PICS oba ekyuma ekizisiba ebbugumu. Kakasa nti mu nsawo temuli bituli wadde okukulukuta, kuba kino kiyinza okusobozesa empewo n’obunnyogovu okuyingira. Ensawo zino zitereke mu kifo ekiyonjo era ekikalu: Ensawo za PICS zitereke mu kifo ekiyonjo era ekikalu, nga tetulina musana butereevu n’ensibuko z’obunnyogovu. Ekisenge ekirimu empewo ennungi oba ekifo we batereka emmere y’empeke kirungi nnyo okutereka ensawo za PICS. Kebera ensawo buli kiseera: Kebera ensawo za PICS buli kiseera oba temuli bubonero bwonna obulaga nti eyonoonese, gamba ng’ebituli oba ebikulukuta, era oba temuli bubonero bwonna bulaga nti ebiwuka oba ebikuta bikula. Singa wabaawo okwonooneka oba obubonero obulaga nti obuwuka buno buzuuliddwa, kola amangu ddala okutangira okwongera okwonooneka."
2179,"Emmwaanyi n’ebinyeebwa bitera okulimibwa mu Kiboga kubanga birina ebiriisa ebijjuliza ebyetaagisa n’emize gy’okukula. Ebinyeebwa bisobola okutereeza nayitrojeni okuva mu bbanga, ekiyinza okuganyula ekirime ky’emmwaanyi."
2180,"Afirika, Asiya, ne Latin Amerika"
2181,okusiiga amazzi ku birime okwongera ku nkuba ey’obutonde n’okulaba ng’ebimera bikula bulungi
2182,West and Central Africa
2183,okuwa ebiriisa bino 1 oba 2.
2184,Ebika bya Cicadulina
2185,okukozesa ebigimusa
2186,"Ebinyeebwa byetaaga nayitrojeni, phosphorus ne potassium ebimala"
2187,Enkuba esobola okuyamba okutumbula obulamu bw’ettaka ng’ewa obunnyogovu obwetaagisa okukola emirimu gy’obuwuka obutonotono n’okutambula kw’ebiriisa.
2188,This method is easy and requires less labor and is suitable for small-scale farmers with limited resources
2189,Bermuda grass
2190,kyetaagisa mu kukola ekitangaala n’okukula kw’ebimera.
2191,"In this method, cassava stems are planted directly into the soil at a spacing of 1-1.5 meters between rows and 0.75-1 meter between plants"
2192,Longe 5H - this is a medium maturing hybrid that takes approximately 100-110 days to mature. It is tolerant to drought and is suitable for areas with moderate rainfall. Longe 7H - this is also a medium maturing hybrid that takes approximately 100-110 days to mature. It is suitable for areas with low to moderate rainfall. DKC 9088 - this is a high-yielding hybrid that takes approximately 110-115 days to mature. It is suitable for areas with good rainfall and good soil fertility. It is recommended to consult your local agricultural extension officer or seed supplier for advice on the best maize variety to plant in your specific area and conditions.
2193,temperatures between 10-15�C
2194,"Ku bikwata ku bigimusa ebisinga obulungi ku binyeebwa, kikulu okulowooza ku mbeera y’ebiriisa mu ttaka n’okugoberera ebiragiro by’okugezesa ettaka"
2195,Kebera n’ebitongole ebinoonyereza: Ebitongole ebinoonyereza ku by’obulimi bitera okukola okunoonyereza ku bika by’ebirime ebirimu ekyuma ekiwera. Osobola okukebera mu bitongole ebinoonyereza mu kitundu oba yunivasite okulaba oba bakoze ebika by’ebinyeebwa ebirimu ekyuma ekingi era oba ensigo ezo ziriwo okugula.
2196,"emiwendo giyinza okukyukakyuka emirundi mingi. Wabula emiwendo gy’ebinyeebwa ebikalu (ebya kyenvu) mu Uganda gikosebwa ensonga ez’enjawulo ng’okugabibwa n’obwetaavu, ssente z’entambula, n’embeera y’akatale. Kirungi okwebuuza ku butale bw’omu kitundu oba abasuubuzi ku miwendo egiriwo mu kitundu."
2197,"NPK (Nitrogen-Phosphorus-Potassium) ne DAP (Diammonium Phosphate) bigimusa birungi mu kusimba kasooli, kuba byombi biwa ebiriisa ebikulu emmwaanyi bye yeetaaga okukula obulungi n’okukula obulungi."
2198,soil erosion and nutrient loss
2199,"California, Idaho, Alabama, Arkansas, Louisiana, Mississippi, ne ku lubalama lw’ennyanja mu bukiikaddyo bw’obuvanjuba bwa U.S"
2200,"Insects such as whiteflies and leafhoppers can spread the disease from infected plants to healthy ones. The bacterium can live and multiply within the insect, which then transmits it to other plants when it feeds."
2201,"type of crops, soil type, and weather conditions"
2202,Cassava Brown Streak Virus (CBSV) and Ugandan Cassava Brown Streak Virus (UCBSV)
2203,okufulumya ggaloni nnya oba okusingawo ez’amata
2204,okusinziira ku biragiro ebiri ku lupapula era wansi w’obulagirizi bw’omusawo w’ebisolo
2205,urea and ammonium sulfate
2206,"Cassava is high in carbohydrates, with around 38-40% of its dry weight consisting of starch. This makes cassava an important source of energy for people who rely on it as a staple food."
2207,help to maintain soil health and improve crop yields over time
2208,"to saw wood and make typical household items, such as oil, paper, spices, chalk, and pottery."
2209,1999. Omuwandiisi w’ebitabo
2210,"To retain the protein content, maize grains should be boiled for 30 to 45 minutes."
2211,"Ebirime ebibikka biddukanya okukulugguka kw’ettaka, obugimu bw’ettaka, omutindo gw’ettaka, amazzi, omuddo, ebiwuka, endwadde, ebitonde eby’enjawulo n’ebisolo by’omu nsiko mu agroecosystem"
2212,okukuuma amazzi nga bwe balaba ng’ebirime bifuna obunnyogovu obwetaagisa okukula obulungi.
2213,potassium chloride ne potassium sulphate
2214,"Abim, Amudat, Kaabong, Kotido, Moroto, Napak, ne Nakapiripirit"
2215,10-20-10 or 14-14-14
2216,"Okulongoosa amazzi agakulukuta: Teeka ebiramu, gamba nga nnakavundira oba obusa obuvunze obulungi, mu ttaka okulongoosa ensengekera yaalwo n’obusobozi bw’okufulumya amazzi. Ennongoosereza mu ttaka: Mu ttaka ery’ebbumba ssaamu omusenyu oba ebintu ebirala ebikalu okusobola okulongoosa obutonde bwalyo n’okwongera ku busobozi bwalyo obw’okufulumya amazzi. Teeka mu nkola enkola entuufu ey’okulima: Weewale okulima ennyo oba okukola ettaka nga liri nnyo, kubanga kino kiyinza okuvaako okunyigirizibwa. Kozesa obukodyo obutuufu obw’okulima okumenyawo layers z’ettaka ezikwatagana n’okulongoosa okuyingira kw’ebikoola. Siiga ebiramu: Bulijjo ssaako ebiramu, gamba nga nnakavundira oba ebirime ebibikka, mu ttaka okusobola okutumbula obugimu bwalyo, ensengeka yaalyo n’obusobozi bw’okukwata amazzi. Weegezeemu okukyusakyusa ebirime: Kyuusa emmwaanyi n’ebirime ebirala ebirina ensengekera y’ebikoola eby’enjawulo n’ebiriisa ebyetaagisa okuyamba okumenya ettaka erinywezeddwa n’okukendeeza ku bulabe bw’endwadde ezisibuka mu ttaka."
2217,"Okussa mu nkola enkola z’okukyusakyusa ebirime kiyamba okumenyawo enzirukanya y’okukulugguka kw’ettaka. Okukyusakyusa okulima emmwaanyi n’ebirime ebirala, gamba ng’ebinyeebwa oba ebirime ebikoola, kiyamba okutumbula obulamu bw’ettaka, okukendeeza ku kukulugguka kw’ettaka, n’okukendeeza ku kukendeera kw’ebiriisa."
2218,Ebiramu ebikyusiddwa mu buzaale
2219,"beans, maize, or vegetables"
2220,"Okukozesa ennyo ebigimusa ebikoleddwa mu butonde: Okukozesa ennyo ebigimusa ebikoleddwa mu butonde kiyinza okuvaako ettaka okufuuka asidi n’obutakwatagana n’ebiriisa, ekiyinza okukendeeza ku bugimu bw’ettaka n’ebibala mu bbanga."
2221,ebbanga eri wakati wa wiiki 6
2222,"obutundutundu obutono, obwekulungirivu, obunnyika amazzi ku bikoola obugaziwa ne bufuuka ebiwundu ebinene, ebya kitaka enzirugavu oba ebiddugavu. Ebikoola ebirimu obuwuka biyinza okukyusibwakyusibwa ne bikala"
2223,"Okutwalira awamu, obusa obw’amazzi busobola okusiigibwa buli luvannyuma lwa wiiki 2-4 mu sizoni y’okukula ku birime ebisinga obungi. Wabula kikulu okwewala okusiiga ekisukkiridde ekiyinza okuvaako ebiriisa obutakwatagana, obucaafu bw’amazzi, n’okwonooneka kw’ebimera."
2224,Emyaka 0 6
2225,"bwe zituuse ku buwoomi bwazo obujjuvu ne ssukaali, naye nga tezinnaba kwengera nnyo."
2226,obuwuka ne ffene
2227,Ebinyeebwa byombi ebirinnya n’ebinyeebwa eby’omu nsiko (ebya bulijjo) bisobola okuwa amakungula amangi singa biba biddukanyizibwa bulungi era ne bikuzibwa mu mbeera entuufu.
2228,emmwaanyi ezisiigibwa (era ezimanyiddwa nga obuwunga bw’emmwaanyi) zikolebwa nga zisena ebikuta by’ekimera ky’emmwaanyi ne bifuuka butto omulungi
2229,"okufuula ettaka omunnyo, pH, bbalansi y’obuwuka obutonotono n’okuziyiza obucaafu bw’ettaka"
2230,"Masindi, Kapchorwa, Kasese, Jinja, Kabarole and Mbale"
2231,Okukung’aanya n’okuggya ebimera ebikuze mu nnimiro byalina okukolebwa n’emikono
2232,"enfuli nnya, oba amabeere"
2233,"Obulamu bw’ettaka bukulu nnyo mu kukula kw’ebirime n’okukola ebibala, kubanga buwa ebiriisa ebyetaagisa n’obuwagizi eri ebimera okukula obulungi."
2234,China ne Canada
2235,"okuggya amazzi agali wansi w’ettaka ekisukkiridde, obucaafu bw’amazzi, n’okukozesa amazzi mu ngeri etali nnungi bisobola okusajjula embeera y’ekyeya n’okukendeeza ku mazzi agakozesebwa mu bulimi, amakolero, n’awaka"
2236,"ebigimusa eby’obutonde, ebikolebwa mu bintu eby’obutonde ng’obusa ne nnakavundira"
2237,"is a tiny, sap-sucking insect that feeds on the cassava plant, particularly on the underside of the leaves."
2238,"Generally, researchers recommend a balanced fertilizer that contains a combination of nitrogen (N), phosphorus (P), and potassium (K), such as NPK (23:23:0) or compound fertilizer like CAN (calcium ammonium nitrate) that has Nitrogen and Calcium"
2239,Emmwaanyi za Flint
2240,okutambula kwazo n’okusaasaanya kwazo n’okulima kwazo okutasalako bisitula omuddo okukula
2241,Bean leaf beetles (Cerotoma trifurcata)
2242,precision agriculture
2243,Gene editing allows scientists to make changes to a specific target sequence of DNA within a gene. It modifies the gene in a precise and predictable manner
2244,cattle production is not a top contributor to greenhouse gasses
2245,"Pest and disease infestations: Cassava plants are susceptible to a range of pests and diseases that can cause them to wilt, dry out, and die prematurely. Common pests include cassava green mites, cassava mealybugs, and cassava brown streak virus, while common diseases include cassava mosaic virus and bacterial blight. Proper pest and disease management, including timely application of appropriate pesticides and use of disease-resistant cassava varieties, can help to prevent premature drying of cassava plants"
2246,"soil moisture monitoring, crop water requirements estimation, crop selection, and crop rotation."
2247,"by putting Bt Bacillus thuringiensis ssp. israelensis, a bacterium that infects and kills mosquito larvae, in local water sources."
2248,Obuyonjo
2249,"okukakasa nti ebisolo biweebwa emmere emala, amazzi, n’obuyumba, wamu n’okukuuma obulamu bwabyo nga bayita mu kukeberebwa n’okugema buli kiseera abasawo b’ebisolo"
2250,ebika ebimu ebya ffene n’ebiwuka ebiyitibwa nematodes
2251,"regularly monitor the crop for signs of infestation, such as wilting or yellowing of leaves, and take appropriate measures to prevent or control the pests"
2252,"Bw’oba ​​ogenderera okuddamu okusimba emmwaanyi mu kifo kye kimu we wali okozesezza obusa bw’ente n’ofuna ekyeya, okyayinza okusiiga obusa bw’ente ku ttaka okusobola okulongoosa obugimu bwalyo. Obusa bw’ente nsibuko nnungi ey’ebiramu n’ebiriisa ebisobola okutumbula obulamu bw’ettaka n’okuwa ebiriisa ebyetaagisa okukula kw’ebimera. Wabula singa wali osiiga obusa bw’ente bungi mu sizoni ewedde ate ng’ettaka likyalimu ebirungo ebiramu, oyinza obutakwetaagisa kusiiga busa bwa nte bungi. Okusiiga ebirungo ebiramu ekisusse kiyinza okuvaako ebiriisa obutakwatagana n’ebizibu ebirala eby’ettaka. N’olwekyo kikulu okulowooza ku mbeera y’ebiriisa y’ettaka eriwo kati nga tonnaba kwongerako biramu bingi."
2253,"Crop rotation: By alternating the types of crops grown in a particular field, the soil can retain nutrients and prevent depletion of specific nutrients."
2254,until the caterpillars are ten days old and start exhibiting the gregaria phase.
2255,"Deforestation can cause soil erosion and loss of soil organic matter, which can reduce soil fertility and productivity."
2256,poles or trellises
2257,"pre?harvest, harvest and postharvest"
